ticker,cik,sic,ff12,ff48,ff49,ff_label,sic_desc
LBRDK,1611983,4841.0,7,-1,-1,Telcm,
BZLFF,1072397,5141.0,9,-1,-1,Shops,
ALMMF,1161611,3334.0,3,-1,-1,Manuf,
ICHGF,858446,7011.0,12,-1,-1,Other,
ERRAF,1127248,4911.0,8,-1,-1,Utils,
UHAL.B,4457,7510.0,12,-1,-1,Other,
TAP.A,24545,2082.0,1,-1,-1,NoDur,
DQJCF,1446597,8880.0,12,-1,-1,Other,
PBNNF,1504122,,12,-1,-1,Other,
WPPGF,806968,7311.0,12,-1,-1,Other,
NNGPF,1690981,,12,-1,-1,Other,
FMCKI,1026214,6111.0,11,-1,-1,Money,
AOMFF,1062066,3621.0,3,-1,-1,Manuf,
GPAEF,1347557,4581.0,12,-1,-1,Other,
MNBEF,1034983,3670.0,6,-1,-1,BusEq,
FMCCI,1026214,6111.0,11,-1,-1,Money,
KIKOF,1446656,,12,-1,-1,Other,
AEGOF,769218,6311.0,11,-1,-1,Money,
CUKPF,1125259,4400.0,12,-1,-1,Other,
FREJO,1026214,6111.0,11,-1,-1,Money,
YAMHF,1447100,8880.0,12,-1,-1,Other,
GLIBB,2057463,4841.0,7,-1,-1,Telcm,
NDEKF,353991,8880.0,12,-1,-1,Other,
ASRMF,1123452,4581.0,12,-1,-1,Other,
RDEIF,1438654,,12,-1,-1,Other,
JGSHF,1567172,8880.0,12,-1,-1,Other,
LBTYB,1570585,4841.0,7,-1,-1,Telcm,
UEPCN,100826,4911.0,8,-1,-1,Utils,
CXMSF,1076378,3241.0,3,-1,-1,Manuf,
SAPIF,2072563,,12,-1,-1,Other,
OUKPF,1436786,,12,-1,-1,Other,
AGNCM,1423689,6798.0,11,-1,-1,Money,
PSORF,938323,2731.0,1,-1,-1,NoDur,
AGNCN,1423689,6798.0,11,-1,-1,Money,
RZB,898174,6311.0,11,-1,-1,Money,
FRT.PC,34903,6798.0,11,-1,-1,Money,
AMH.PH,1562401,6798.0,11,-1,-1,Money,
UEPEP,100826,4911.0,8,-1,-1,Utils,
UEPEO,100826,4911.0,8,-1,-1,Utils,
PSNYW,1884082,3711.0,2,-1,-1,Durbl,
SASOF,314590,1311.0,4,-1,-1,Enrgy,
GS.PC,886982,6211.0,11,-1,-1,Money,
VNORP,899689,6798.0,11,-1,-1,Money,
THNPY,1792045,8711.0,12,-1,-1,Other,
ROHCF,1442653,,12,-1,-1,Other,
AMH.PG,1562401,6798.0,11,-1,-1,Money,
OSCUF,1600520,,12,-1,-1,Other,
LIFX,1581760,7374.0,6,-1,-1,BusEq,
VNO.PL,899689,6798.0,11,-1,-1,Money,
ATH.PA,1527469,6311.0,11,-1,-1,Money,
UEPCP,100826,4911.0,8,-1,-1,Utils,
VNO.PM,899689,6798.0,11,-1,-1,Money,
RKUNF,1294591,,12,-1,-1,Other,
UEPEM,100826,4911.0,8,-1,-1,Utils,
UEPEN,100826,4911.0,8,-1,-1,Utils,
KIM.PM,879101,6798.0,11,-1,-1,Money,
RNR.PF,913144,6331.0,11,-1,-1,Money,
BLBLF,1723690,7374.0,6,-1,-1,BusEq,
VOYA.PB,1535929,6311.0,11,-1,-1,Money,
DINRF,1544379,,12,-1,-1,Other,
GIFLF,1438569,2834.0,10,-1,-1,Hlth,
PADEF,1489079,8880.0,12,-1,-1,Other,
KIM.PL,879101,6798.0,11,-1,-1,Money,
GIFOF,1438569,2834.0,10,-1,-1,Hlth,
MSUXF,1710864,,12,-1,-1,Other,
JCYCF,1289688,8880.0,12,-1,-1,Other,
DSECF,1481045,8880.0,12,-1,-1,Other,
CMSA,811156,4931.0,8,-1,-1,Utils,
SLG.PI,1040971,6798.0,11,-1,-1,Money,
CIG.C,1157557,4911.0,8,-1,-1,Utils,
FANUF,1446596,,12,-1,-1,Other,
SBYSF,1786909,1040.0,12,-1,-1,Other,
BCUCF,1581285,,12,-1,-1,Other,
KAKKF,1447126,8880.0,12,-1,-1,Other,
GIKLY,1438569,2834.0,10,-1,-1,Hlth,
PCG.PA,1004980,4931.0,8,-1,-1,Utils,
CWEN.A,1567683,4911.0,8,-1,-1,Utils,
QBCRF,1156831,4841.0,7,-1,-1,Telcm,
OAK.PB,1403528,6282.0,11,-1,-1,Money,
QBCAF,1156831,4841.0,7,-1,-1,Telcm,
JSM,1593538,6211.0,11,-1,-1,Money,
UNMA,5513,6321.0,11,-1,-1,Money,
SNV.PD,18349,6021.0,11,-1,-1,Money,
SLFPF,1370418,,12,-1,-1,Other,
PCG.PB,1004980,4931.0,8,-1,-1,Utils,
BPOPO,763901,6022.0,11,-1,-1,Money,
EPR.PG,1045450,6798.0,11,-1,-1,Money,
HGMCF,1023514,1040.0,12,-1,-1,Other,
ZLDPF,2068427,,12,-1,-1,Other,
PHTCF,78150,4813.0,7,-1,-1,Telcm,
HOYFF,2006911,,12,-1,-1,Other,
PCG.PE,1004980,4931.0,8,-1,-1,Utils,
ATGFF,1695519,1311.0,4,-1,-1,Enrgy,
PPENF,1469395,4911.0,8,-1,-1,Utils,
GAB.PG,794685,,12,-1,-1,Other,
BHFAL,1685040,6311.0,11,-1,-1,Money,
PCG.PD,1004980,4931.0,8,-1,-1,Utils,
PCG.PC,1004980,4931.0,8,-1,-1,Utils,
FNMFN,310522,6111.0,11,-1,-1,Money,
RUSHB,1012019,5500.0,9,-1,-1,Shops,
PCG.PH,1004980,4931.0,8,-1,-1,Utils,
TKAYF,1792627,7389.0,12,-1,-1,Other,
FURCF,1559444,,12,-1,-1,Other,
PCG.PG,1004980,4931.0,8,-1,-1,Utils,
GAERF,1378239,4581.0,12,-1,-1,Other,
AXS.PE,1214816,6331.0,11,-1,-1,Money,
DTW,936340,4911.0,8,-1,-1,Utils,
GMS,1600438,5030.0,9,-1,-1,Shops,
SR.PA,1126956,4924.0,8,-1,-1,Utils,
ROYMY,1592438,,12,-1,-1,Other,
DFRYF,1546354,8880.0,12,-1,-1,Other,
PCG.PI,1004980,4931.0,8,-1,-1,Utils,
LBTYK,1570585,4841.0,7,-1,-1,Telcm,
TCMFF,932470,4813.0,7,-1,-1,Telcm,
SLMBP,1032033,6141.0,11,-1,-1,Money,
REXR.PB,1571283,6798.0,11,-1,-1,Money,
DLAKF,1049724,,12,-1,-1,Other,
PBI.PB,78814,3579.0,6,-1,-1,BusEq,
SF.PB,720672,6211.0,11,-1,-1,Money,
THNPF,1792045,8711.0,12,-1,-1,Other,
TWO.PC,1465740,6798.0,11,-1,-1,Money,
JTKWY,1792627,7389.0,12,-1,-1,Other,
AKO.B,925261,2086.0,1,-1,-1,NoDur,
CIM.PD,1409493,6798.0,11,-1,-1,Money,
CIM.PB,1409493,6798.0,11,-1,-1,Money,
CIM.PC,1409493,6798.0,11,-1,-1,Money,
TYTMF,1447101,8880.0,12,-1,-1,Other,
MOG.B,67887,3590.0,3,-1,-1,Manuf,
VLYPP,714310,6021.0,11,-1,-1,Money,
MYTHF,1437470,,12,-1,-1,Other,
RYKKF,1592049,,12,-1,-1,Other,
TWO.PB,1465740,6798.0,11,-1,-1,Money,
SPTJF,908732,2821.0,5,-1,-1,Chems,
TWO.PA,1465740,6798.0,11,-1,-1,Money,
WRB.PE,11544,6331.0,11,-1,-1,Money,
BHFAP,1685040,6311.0,11,-1,-1,Money,
HOVNP,357294,1531.0,12,-1,-1,Other,
SOHGY,1536787,,12,-1,-1,Other,
DAVE,1841408,6199.0,11,-1,-1,Money,
GEF.B,43920,3412.0,3,-1,-1,Manuf,
WBS.PF,801337,6021.0,11,-1,-1,Money,
ASB.PE,7789,6022.0,11,-1,-1,Money,
VLYPO,714310,6021.0,11,-1,-1,Money,
RLJ.PA,1511337,6798.0,11,-1,-1,Money,
PEB.PF,1474098,6798.0,11,-1,-1,Money,
PEB.PE,1474098,6798.0,11,-1,-1,Money,
MFA.PB,1055160,6798.0,11,-1,-1,Money,
CIM.PA,1409493,6798.0,11,-1,-1,Money,
PEGRF,1455633,,12,-1,-1,Other,
BATRK,1958140,7900.0,12,-1,-1,Other,
TY.P,99614,,12,-1,-1,Other,
PTXAF,1545057,8880.0,12,-1,-1,Other,
HMDCF,1648257,2834.0,10,-1,-1,Hlth,
MAG,1230992,1040.0,12,-1,-1,Other,
FMCCG,1026214,6111.0,11,-1,-1,Money,
FNMAM,310522,6111.0,11,-1,-1,Money,
SOCGP,92108,4922.0,8,-1,-1,Utils,
AILLI,18654,4931.0,8,-1,-1,Utils,
PPBI,1028918,6022.0,11,-1,-1,Money,
TRTN.PA,1660734,7359.0,12,-1,-1,Other,
NSA.PA,1618563,6798.0,11,-1,-1,Money,
BATRB,1958140,7900.0,12,-1,-1,Other,
WELPP,107815,4911.0,8,-1,-1,Utils,
PTGIF,1489082,,12,-1,-1,Other,
AILLM,18654,4931.0,8,-1,-1,Utils,
AILLN,18654,4931.0,8,-1,-1,Utils,
FL,850209,5661.0,9,-1,-1,Shops,
CDGLF,1448611,,12,-1,-1,Other,
FNMAN,310522,6111.0,11,-1,-1,Money,
SRG.PA,1628063,6500.0,11,-1,-1,Money,
TROLB,98677,2060.0,1,-1,-1,NoDur,
GLPGF,1421876,2834.0,10,-1,-1,Hlth,
BHLB,1108134,6036.0,11,-1,-1,Money,
AILIM,18654,4931.0,8,-1,-1,Utils,
CENTA,887733,5190.0,9,-1,-1,Shops,
FMCCJ,1026214,6111.0,11,-1,-1,Money,
FNMAI,310522,6111.0,11,-1,-1,Money,
NHNKF,1543726,8880.0,12,-1,-1,Other,
CODQL,1770561,1220.0,4,-1,-1,Enrgy,
AGM.A,845877,6111.0,11,-1,-1,Money,
AEBZY,1174511,8880.0,12,-1,-1,Other,
UA,1336917,2300.0,1,-1,-1,NoDur,
AILLO,18654,4931.0,8,-1,-1,Utils,
LXP.PC,910108,6798.0,11,-1,-1,Money,
TKCM,1683252,6552.0,11,-1,-1,Money,
FNMAT,310522,6111.0,11,-1,-1,Money,
AILIN,18654,4931.0,8,-1,-1,Utils,
FNMAK,310522,6111.0,11,-1,-1,Money,
AHL.PE,1267395,6331.0,11,-1,-1,Money,
IFCNF,2035057,,12,-1,-1,Other,
IVR.PC,1437071,6798.0,11,-1,-1,Money,
FNMAL,310522,6111.0,11,-1,-1,Money,
FNMFM,310522,6111.0,11,-1,-1,Money,
AILLP,18654,4931.0,8,-1,-1,Utils,
WLYB,107140,2731.0,1,-1,-1,NoDur,
FNMAO,310522,6111.0,11,-1,-1,Money,
FNMAG,310522,6111.0,11,-1,-1,Money,
FNMFO,310522,6111.0,11,-1,-1,Money,
ALTB,1642365,5990.0,9,-1,-1,Shops,
BELFB,729580,3677.0,6,-1,-1,BusEq,
ARZTF,1423210,,12,-1,-1,Other,
NGL.PB,1504461,4922.0,8,-1,-1,Utils,
GDV.PH,1260729,,12,-1,-1,Other,
FISK,1553079,6798.0,11,-1,-1,Money,
GRPFF,912892,4833.0,7,-1,-1,Telcm,
EVOTF,1412558,2834.0,10,-1,-1,Hlth,
LILAK,1712184,4841.0,7,-1,-1,Telcm,
NGL.PC,1504461,4922.0,8,-1,-1,Utils,
GNL.PA,1526113,6798.0,11,-1,-1,Money,
BFS.PD,907254,6798.0,11,-1,-1,Money,
FMCCL,1026214,6111.0,11,-1,-1,Money,
OGCP,1553079,6798.0,11,-1,-1,Money,
FMCKL,1026214,6111.0,11,-1,-1,Money,
PMT.PA,1464423,6798.0,11,-1,-1,Money,
PMT.PB,1464423,6798.0,11,-1,-1,Money,
SBOEF,1578955,,12,-1,-1,Other,
GAB.PH,794685,,12,-1,-1,Other,
LILAB,1712184,4841.0,7,-1,-1,Telcm,
STSFF,1585389,6798.0,11,-1,-1,Money,
HCXY,1280784,,12,-1,-1,Other,
ATROB,8063,3728.0,3,-1,-1,Manuf,
AHL.PD,1267395,6331.0,11,-1,-1,Money,
FMCCS,1026214,6111.0,11,-1,-1,Money,
MHLA,1412100,6331.0,11,-1,-1,Money,
AGLY,1673504,8742.0,12,-1,-1,Other,
FMCCO,1026214,6111.0,11,-1,-1,Money,
BRDG,1854401,6282.0,11,-1,-1,Money,
CODI.PB,1345126,2510.0,2,-1,-1,Durbl,
NYMTN,1273685,6798.0,11,-1,-1,Money,
FMCKN,1026214,6111.0,11,-1,-1,Money,
GLOP.PB,1598655,4400.0,12,-1,-1,Other,
FREJN,1026214,6111.0,11,-1,-1,Money,
CMGMF,1503154,,12,-1,-1,Other,
FMCCN,1026214,6111.0,11,-1,-1,Money,
FMCKO,1026214,6111.0,11,-1,-1,Money,
FMCKJ,1026214,6111.0,11,-1,-1,Money,
GLOP.PC,1598655,4400.0,12,-1,-1,Other,
FMCKM,1026214,6111.0,11,-1,-1,Money,
FREGP,1026214,6111.0,11,-1,-1,Money,
GLOP.PA,1598655,4400.0,12,-1,-1,Other,
FMCCH,1026214,6111.0,11,-1,-1,Money,
FMCCK,1026214,6111.0,11,-1,-1,Money,
HL.PB,719413,1400.0,12,-1,-1,Other,
FMCCP,1026214,6111.0,11,-1,-1,Money,
FMCCM,1026214,6111.0,11,-1,-1,Money,
AHH.PA,1569187,6500.0,11,-1,-1,Money,
INN.PE,1497645,6798.0,11,-1,-1,Money,
FMCKP,1026214,6111.0,11,-1,-1,Money,
BRKL,1049782,6035.0,11,-1,-1,Money,
PLLTL,1728205,1400.0,12,-1,-1,Other,
BH,1726173,5812.0,9,-1,-1,Shops,
GRAF.UN,1897463,6770.0,11,-1,-1,Money,
KBSR,1482430,6798.0,11,-1,-1,Money,
IIPR.PA,1677576,6500.0,11,-1,-1,Money,
CODI.PA,1345126,2510.0,2,-1,-1,Durbl,
VERB,1566610,7200.0,9,-1,-1,Shops,
GAM.PB,40417,,12,-1,-1,Other,
SPLP,1452857,3390.0,3,-1,-1,Manuf,
GTN.A,43196,4833.0,7,-1,-1,Telcm,
DGICB,800457,6331.0,11,-1,-1,Money,
MEOBF,1345099,2836.0,10,-1,-1,Hlth,
DRDGF,1023512,1040.0,12,-1,-1,Other,
KELYB,55135,7363.0,12,-1,-1,Other,
AGM.PD,845877,6111.0,11,-1,-1,Money,
CMRE.PB,1503584,4412.0,12,-1,-1,Other,
HOVVB,357294,1531.0,12,-1,-1,Other,
AC,1642122,6211.0,11,-1,-1,Money,
CMRE.PD,1503584,4412.0,12,-1,-1,Other,
NYMT,1273685,6798.0,11,-1,-1,Money,
CMRE.PC,1503584,4412.0,12,-1,-1,Other,
HLTC,1561032,6798.0,11,-1,-1,Money,
HVT.A,216085,5712.0,9,-1,-1,Shops,
GGT.PE,921671,,12,-1,-1,Other,
BRCNF,1158399,2020.0,1,-1,-1,NoDur,
GGN.PB,1313510,,12,-1,-1,Other,
ARTNB,863110,4941.0,8,-1,-1,Utils,
BRSYF,1505065,3841.0,10,-1,-1,Hlth,
MITT.PA,1514281,6798.0,11,-1,-1,Money,
CIO.PA,1593222,6798.0,11,-1,-1,Money,
UMH.PD,752642,6798.0,11,-1,-1,Money,
AIRTP,353184,4513.0,12,-1,-1,Other,
MITT.PB,1514281,6798.0,11,-1,-1,Money,
ECCX,1604174,,12,-1,-1,Other,
ITOS,1808865,2836.0,10,-1,-1,Hlth,
BTQQF,1821866,,12,-1,-1,Other,
CUBI.PF,1488813,6022.0,11,-1,-1,Money,
NCV.PA,1214935,,12,-1,-1,Other,
NEWTI,1587987,6021.0,11,-1,-1,Money,
PTCHF,1782999,2834.0,10,-1,-1,Hlth,
OXLCO,1495222,,12,-1,-1,Other,
CRD.B,25475,6411.0,11,-1,-1,Money,
GMRE.PA,1533615,6798.0,11,-1,-1,Money,
WBHC,885275,6021.0,11,-1,-1,Money,
LANDM,1495240,6798.0,11,-1,-1,Money,
SENEB,88948,2033.0,1,-1,-1,NoDur,
GAINL,1321741,,12,-1,-1,Other,
AVHHL,1762303,3841.0,10,-1,-1,Hlth,
VSOGF,1762506,1311.0,4,-1,-1,Enrgy,
OLKR,924396,6199.0,11,-1,-1,Money,
GUT.PC,1080720,,12,-1,-1,Other,
CKDXF,1815620,2836.0,10,-1,-1,Hlth,
CNTHP,23426,4911.0,8,-1,-1,Utils,
IHRTB,1400891,4832.0,7,-1,-1,Telcm,
CNLPL,23426,4911.0,8,-1,-1,Utils,
NCZ.PA,1227857,,12,-1,-1,Other,
BHR.PB,1574085,6798.0,11,-1,-1,Money,
DFPH,1799191,8011.0,10,-1,-1,Hlth,
DSX.PB,1318885,4412.0,12,-1,-1,Other,
CNTHO,23426,4911.0,8,-1,-1,Utils,
GDRZF,1072725,1040.0,12,-1,-1,Other,
ERLFF,1271554,1040.0,12,-1,-1,Other,
CHMI.PB,1571776,6798.0,11,-1,-1,Money,
BHR.PD,1574085,6798.0,11,-1,-1,Money,
HAWLN,46207,4911.0,8,-1,-1,Utils,
AHT.PG,1232582,6798.0,11,-1,-1,Money,
PRRUF,1506184,2834.0,10,-1,-1,Hlth,
CNTHN,23426,4911.0,8,-1,-1,Utils,
SLNCF,1479615,2834.0,10,-1,-1,Hlth,
HAWEN,46207,4911.0,8,-1,-1,Utils,
AHT.PD,1232582,6798.0,11,-1,-1,Money,
AHT.PF,1232582,6798.0,11,-1,-1,Money,
HMST,1518715,6022.0,11,-1,-1,Money,
AHT.PH,1232582,6798.0,11,-1,-1,Money,
FGPRB,922358,5900.0,9,-1,-1,Shops,
AHT.PI,1232582,6798.0,11,-1,-1,Money,
CNLHO,23426,4911.0,8,-1,-1,Utils,
FENC,1211583,2836.0,10,-1,-1,Hlth,
APLMW,1944885,2834.0,10,-1,-1,Hlth,
YORK,2064658,6770.0,11,-1,-1,Money,
CNLHP,23426,4911.0,8,-1,-1,Utils,
ARCXF,1243429,3312.0,3,-1,-1,Manuf,
CNLTP,23426,4911.0,8,-1,-1,Utils,
CNLTL,23426,4911.0,8,-1,-1,Utils,
IPHYF,1598599,2836.0,10,-1,-1,Hlth,
CNPWM,23426,4911.0,8,-1,-1,Utils,
PRTHU,1653558,7389.0,12,-1,-1,Other,
CHMI.PA,1571776,6798.0,11,-1,-1,Money,
GSCCF,1896084,1400.0,12,-1,-1,Other,
CNPWP,23426,4911.0,8,-1,-1,Utils,
LANDP,1495240,6798.0,11,-1,-1,Money,
CNLPM,23426,4911.0,8,-1,-1,Utils,
RVRF,1641601,6022.0,11,-1,-1,Money,
OABI,1846253,8731.0,12,-1,-1,Other,
VICP,1468639,2834.0,10,-1,-1,Hlth,
CNLTN,23426,4911.0,8,-1,-1,Utils,
OPOF,740971,6021.0,11,-1,-1,Money,
ENO,71508,4931.0,8,-1,-1,Utils,
CNLHN,23426,4911.0,8,-1,-1,Utils,
BNIGF,1851651,2834.0,10,-1,-1,Hlth,
NVNXF,1859795,3690.0,6,-1,-1,BusEq,
CORBF,1467808,8090.0,10,-1,-1,Hlth,
IVEVF,1756594,2834.0,10,-1,-1,Hlth,
AONC,1839998,8000.0,10,-1,-1,Hlth,
SB.PD,1434754,4412.0,12,-1,-1,Other,
SB.PC,1434754,4412.0,12,-1,-1,Other,
EBRCZ,1347123,3841.0,10,-1,-1,Hlth,
DLNG.PA,1578453,4400.0,12,-1,-1,Other,
CDR.PB,761648,6798.0,11,-1,-1,Money,
CDR.PC,761648,6798.0,11,-1,-1,Money,
PMHG,1586454,6022.0,11,-1,-1,Money,
CYFRF,1846839,,12,-1,-1,Other,
PLL,1728205,1400.0,12,-1,-1,Other,
WONDF,1882839,6770.0,11,-1,-1,Money,
BBXIB,1814974,5400.0,9,-1,-1,Shops,
PRMLF,795800,1000.0,12,-1,-1,Other,
TDACU,1926599,6770.0,11,-1,-1,Money,
MEHCQ,1804591,2834.0,10,-1,-1,Hlth,
AOAO,2042320,4899.0,7,-1,-1,Telcm,
ECF.PA,793040,,12,-1,-1,Other,
RDIB,716634,7830.0,12,-1,-1,Other,
FATBB,1705012,5812.0,9,-1,-1,Shops,
SOHOO,1301236,6798.0,11,-1,-1,Money,
ANLDF,1519469,1000.0,12,-1,-1,Other,
HCIL,1086303,3845.0,10,-1,-1,Hlth,
IRRX,1854795,6770.0,11,-1,-1,Money,
BCV.PA,9521,,12,-1,-1,Other,
RGBPP,1589150,2834.0,10,-1,-1,Hlth,
GLU.PB,1282957,,12,-1,-1,Other,
IPA,1715925,2834.0,10,-1,-1,Hlth,
AGFY,1800637,700.0,1,-1,-1,NoDur,
GNTLF,1166272,2836.0,10,-1,-1,Hlth,
RLFTF,1854078,2834.0,10,-1,-1,Hlth,
ANLDD,1519469,1000.0,12,-1,-1,Other,
ENTX,1638097,2836.0,10,-1,-1,Hlth,
GSL.PB,1430725,4412.0,12,-1,-1,Other,
BKSC,1007273,6022.0,11,-1,-1,Money,
ARRKF,1855743,1000.0,12,-1,-1,Other,
LUCN,1726079,7389.0,12,-1,-1,Other,
BCTF,1668340,6035.0,11,-1,-1,Money,
GGROU,1489874,700.0,1,-1,-1,NoDur,
MPVDF,1004530,1000.0,12,-1,-1,Other,
RAASY,1804583,7372.0,6,-1,-1,BusEq,
SOHOB,1301236,6798.0,11,-1,-1,Money,
SOHON,1301236,6798.0,11,-1,-1,Money,
SSHT,1975222,8742.0,12,-1,-1,Other,
CULL,1845799,6036.0,11,-1,-1,Money,
EAXR,832370,7372.0,6,-1,-1,BusEq,
ZIVO,1101026,2836.0,10,-1,-1,Hlth,
TCBC,1850398,6035.0,11,-1,-1,Money,
CPTP,202947,6519.0,11,-1,-1,Money,
STRC,1050446,6199.0,11,-1,-1,Money,
BBXIA,1814974,5400.0,9,-1,-1,Shops,
NSRCF,1302084,1040.0,12,-1,-1,Other,
OFED,1501078,6035.0,11,-1,-1,Money,
UBOH,1087456,6021.0,11,-1,-1,Money,
SBBCF,2024668,,12,-1,-1,Other,
ILLMF,1861233,7374.0,6,-1,-1,BusEq,
MTMV,1393044,3825.0,6,-1,-1,BusEq,
FFBW,1787384,6035.0,11,-1,-1,Money,
OCGSF,942149,1000.0,12,-1,-1,Other,
GFASY,1389207,1520.0,12,-1,-1,Other,
ACKRF,1709139,,12,-1,-1,Other,
BCOW,1847360,6036.0,11,-1,-1,Money,
EXNRF,1263011,1040.0,12,-1,-1,Other,
MDNAF,1807983,2834.0,10,-1,-1,Hlth,
LCHD,1715433,7371.0,6,-1,-1,BusEq,
NZEOF,1445654,,12,-1,-1,Other,
FBIOP,1429260,2834.0,10,-1,-1,Hlth,
GTMAY,1163560,4412.0,12,-1,-1,Other,
CCTSF,1865861,6770.0,11,-1,-1,Money,
RLFTY,1854078,2834.0,10,-1,-1,Hlth,
UONEK,1041657,4832.0,7,-1,-1,Telcm,
CHTH,1496454,6798.0,11,-1,-1,Money,
MSVB,1734875,6035.0,11,-1,-1,Money,
VMNT,1605057,6199.0,11,-1,-1,Money,
AVLNF,1362898,1000.0,12,-1,-1,Other,
IDWM,1463833,7310.0,12,-1,-1,Other,
AATC,943034,3829.0,6,-1,-1,BusEq,
WSKEF,1738699,7374.0,6,-1,-1,BusEq,
CIZN,1075706,6022.0,11,-1,-1,Money,
GBNY,1823365,6035.0,11,-1,-1,Money,
YQAI,1976923,7371.0,6,-1,-1,BusEq,
NOWG,1761911,7370.0,6,-1,-1,BusEq,
HSON,1210708,7363.0,12,-1,-1,Other,
HBUV,1639068,6510.0,11,-1,-1,Money,
BIOE,1723059,2834.0,10,-1,-1,Hlth,
HRBR,899394,4512.0,12,-1,-1,Other,
DSHK,1175483,5810.0,9,-1,-1,Shops,
FLYY,1498710,4512.0,12,-1,-1,Other,
GWLL,1800373,2000.0,1,-1,-1,NoDur,
ENDI,1908984,6282.0,11,-1,-1,Money,
SALM,1050606,4832.0,7,-1,-1,Telcm,
OSBK,1076691,6022.0,11,-1,-1,Money,
HSTI,1365388,6770.0,11,-1,-1,Money,
XTXXF,1891512,2834.0,10,-1,-1,Hlth,
ASPZ,1070789,6552.0,11,-1,-1,Money,
PGDE,1919191,3690.0,6,-1,-1,BusEq,
INFT,1962911,6022.0,11,-1,-1,Money,
RNLXY,1811115,8071.0,10,-1,-1,Hlth,
WVVIP,838875,2080.0,1,-1,-1,NoDur,
YOSH,1898604,5812.0,9,-1,-1,Shops,
GRYP,1755953,6199.0,11,-1,-1,Money,
BQST,1568628,2834.0,10,-1,-1,Hlth,
VWFB,1913838,6036.0,11,-1,-1,Money,
AFGC,1042046,6331.0,11,-1,-1,Money,
ARBKF,1841675,6199.0,11,-1,-1,Money,
DEMRF,2049560,,12,-1,-1,Other,
FNCH,1733257,2836.0,10,-1,-1,Hlth,
IMUC,822411,2834.0,10,-1,-1,Hlth,
PWCO,733337,6153.0,11,-1,-1,Money,
WHLM,1013706,8742.0,12,-1,-1,Other,
SFES,86115,6799.0,11,-1,-1,Money,
PRTG,1095435,2834.0,10,-1,-1,Hlth,
ADMG,1171008,1000.0,12,-1,-1,Other,
CYCCP,1130166,2834.0,10,-1,-1,Hlth,
WHLRD,1527541,6798.0,11,-1,-1,Money,
PMDI,806517,8071.0,10,-1,-1,Hlth,
GBCS,727346,6798.0,11,-1,-1,Money,
SFWJ,1919847,7371.0,6,-1,-1,BusEq,
ODDAF,1949766,2000.0,1,-1,-1,NoDur,
SPTY,1840102,7311.0,12,-1,-1,Other,
SWISF,1771755,4822.0,7,-1,-1,Telcm,
ZKGCF,1896511,3690.0,6,-1,-1,BusEq,
PRNAF,1131343,2834.0,10,-1,-1,Hlth,
SEVCF,1840416,3674.0,6,-1,-1,BusEq,
FZMD,319016,5047.0,9,-1,-1,Shops,
TVE,1376986,4911.0,8,-1,-1,Utils,
MCLE,1827855,8000.0,10,-1,-1,Hlth,
EGLXF,1854233,7900.0,12,-1,-1,Other,
BNSOF,846546,3679.0,6,-1,-1,BusEq,
SCYYF,1408146,1000.0,12,-1,-1,Other,
TVC,1376986,4911.0,8,-1,-1,Utils,
CUBT,1400271,2836.0,10,-1,-1,Hlth,
HOOK,1760542,2834.0,10,-1,-1,Hlth,
EBZT,1730869,7372.0,6,-1,-1,BusEq,
WINSF,1640251,6199.0,11,-1,-1,Money,
EVTK,1816554,7990.0,12,-1,-1,Other,
RSLS,1427570,2834.0,10,-1,-1,Hlth,
FGCO,1377167,6199.0,11,-1,-1,Money,
CJAX,1763925,1311.0,4,-1,-1,Enrgy,
CSCI,1113423,2844.0,5,-1,-1,Chems,
FULO,1092570,4813.0,7,-1,-1,Telcm,
NEXCF,1737270,7371.0,6,-1,-1,BusEq,
SHVLF,1301713,1400.0,12,-1,-1,Other,
ADMQ,1588014,7310.0,12,-1,-1,Other,
HGLD,1551206,1040.0,12,-1,-1,Other,
SITS,1468978,7372.0,6,-1,-1,BusEq,
NUVI,1410708,2870.0,5,-1,-1,Chems,
NMGX,891417,3470.0,3,-1,-1,Manuf,
FBDS,926844,2834.0,10,-1,-1,Hlth,
FALC,922521,7372.0,6,-1,-1,BusEq,
SILEF,1545224,1000.0,12,-1,-1,Other,
VQSSF,1777765,7370.0,6,-1,-1,BusEq,
SUIC,1394108,2860.0,5,-1,-1,Chems,
UCASU,1723517,6799.0,11,-1,-1,Money,
BRRN,1397795,8741.0,12,-1,-1,Other,
GOGR,1378866,3677.0,6,-1,-1,BusEq,
VISL,1565228,3669.0,6,-1,-1,BusEq,
MVCO,924095,6199.0,11,-1,-1,Money,
GLUC,1420108,2833.0,10,-1,-1,Hlth,
SIPN,1128252,3663.0,6,-1,-1,BusEq,
JETR,1908054,4522.0,12,-1,-1,Other,
SRNW,1321517,2860.0,5,-1,-1,Chems,
PNPL,1654672,8742.0,12,-1,-1,Other,
UCIX,1358099,4911.0,8,-1,-1,Utils,
CANN,1477009,5912.0,9,-1,-1,Shops,
SGTM,1895251,700.0,1,-1,-1,NoDur,
CRTD,1357671,7819.0,12,-1,-1,Other,
NXMH,1811530,2000.0,1,-1,-1,NoDur,
BPTSY,1768946,2834.0,10,-1,-1,Hlth,
GRDAF,1804469,7381.0,12,-1,-1,Other,
